record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,component_evidence_terms,processing_evidence_terms,extraction_evidence_terms,context_completeness_score,uncertainty_class,uncertainty_flags
PMID_40077632_GLM1,PMID_40077632,"Effectiveness of Herbal Medicines with Anti-Inflammatory, Antimicrobial, and Antioxidant Properties in Improving Oral Health and Treating Gingivitis and Periodontitis: A Systematic Review.",unspecified tea,whole extract,,other extraction,extracts,,extract,0.500,moderate_uncertainty,generic_mechanism; review_summary_record
PMID_40077632_GLM2,PMID_40077632,"Effectiveness of Herbal Medicines with Anti-Inflammatory, Antimicrobial, and Antioxidant Properties in Improving Oral Health and Treating Gingivitis and Periodontitis: A Systematic Review.",unspecified tea,whole extract,,other extraction,extracts,,extract,0.500,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed
PMID_40077632_GLM3,PMID_40077632,"Effectiveness of Herbal Medicines with Anti-Inflammatory, Antimicrobial, and Antioxidant Properties in Improving Oral Health and Treating Gingivitis and Periodontitis: A Systematic Review.",unspecified tea,whole extract,,other extraction,extracts,,extract,0.500,moderate_uncertainty,generic_mechanism; review_summary_record
PMID_40020787_GLM1,PMID_40020787,Improvement of chronic metabolic inflammation and regulation of gut homeostasis: Tea as a potential therapy.,unspecified tea,tea polysaccharides,,,tps; tea polysaccharides; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40020787_GLM2,PMID_40020787,Improvement of chronic metabolic inflammation and regulation of gut homeostasis: Tea as a potential therapy.,unspecified tea,tea polysaccharides,,,tps; tea polysaccharides; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_38852447_GLM1,PMID_38852447,Alleviation of lipid metabolic dysfunction through regulation of intestinal bacteriophages and bacteria by green tea polyphenols in Ob/Ob mice.,green tea,mixed polyphenols,,,polyphenols,,,0.550,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_38852447_GLM2,PMID_38852447,Alleviation of lipid metabolic dysfunction through regulation of intestinal bacteriophages and bacteria by green tea polyphenols in Ob/Ob mice.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only
PMID_38852447_GLM3,PMID_38852447,Alleviation of lipid metabolic dysfunction through regulation of intestinal bacteriophages and bacteria by green tea polyphenols in Ob/Ob mice.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only
PMID_41911645_AUTO1,PMID_41911645,Epigallocatechin gallate alleviates intervertebral disc degeneration by suppressing ferroptosis-driven innate immune activation in nucleus pulposus cells.,green tea,catechins,,other extraction,epigallocatechin gallate; egcg,,extraction,0.750,moderate_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41867690_AUTO1,PMID_41867690,Optimized extraction of polyphenols from rooibos tea (Aspalathus linearis) and their biological activities.,unspecified tea,mixed polyphenols,fermentation/oxidation,other extraction,polyphenols; polyphenol; phenolic; extract; tea extract,fermented,extraction; extract,0.750,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41844524_AUTO1,PMID_41844524,Evolution in the chemical composition of Liubao tea during processing.,dark tea,catechins,processing category contrast,,catechin; catechins; flavonoids; phenolics; phenolic,fermentation; fermented; stored,,0.800,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed
PMID_41819933_AUTO1,PMID_41819933,Analysis of the synergistic effects of tea cultivars and regional environments on metabolic phenotypes.,unspecified tea,caffeine,,aqueous extraction; other extraction,catechins; caffeine; extract,,water extract; extract,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed
PMID_41769406_AUTO1,PMID_41769406,Comparative analysis of carotenoid accumulation during the flowering period in three Coreopsis tinctoria cultivars with different petal colors.,unspecified tea,whole extract,,other extraction,extract,,extraction; extract,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed
PMID_41745743_AUTO1,PMID_41745743,Development and Validation of an LC-MS/MS Method for the Determination of Alternaria Mycotoxins in Hepatic Tissue.,unspecified tea,whole extract,,other extraction,extract,,extraction solvent; extraction; extract,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed
PMID_41717022_AUTO1,PMID_41717022,Do different lipid emulsions affect brain development? A single-center retrospective analysis.,unspecified tea,multiple component groups,,other extraction,,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence
PMID_41697800_AUTO1,PMID_41697800,Designing a Sucrose Phosphorylase from Leuconostoc mesenteroides for the Highly Selective Production of EGCG-4'-O-α-d-Glucopyranoside.,green tea,catechins,,other extraction,egcg; epigallocatechin gallate; polyphenol,,extraction,0.750,moderate_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41671932_AUTO1,PMID_41671932,Temperature-responsive nanozyme-mediated enrichment-confinement dual strategy breaks the non-responsive barrier for Triphenols: Highly responsive detection and differentiation of tea.,unspecified tea,mixed polyphenols,,,polyphenols; polyphenol,,,0.300,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_41663711_AUTO1,PMID_41663711,Rheological investigation of the effects of tea polyphenols on SBS-modified bitumen before and after short-term aging.,unspecified tea,mixed polyphenols,,other extraction,polyphenols,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41650779_AUTO1,PMID_41650779,Antifungal mechanism and mycotoxin control of Ligusticum jeholense essential oil against Alternaria alternata in postharvest tomato.,unspecified tea,whole extract,enzymatic treatment,other extraction,extract,enzymatic,extracted; extraction; extract,0.750,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41617244_AUTO1,PMID_41617244,Ginger pharmacology from tradition to innovation: modern clinical relevance and nanotherapeutics.,unspecified tea,whole extract,,other extraction,phenolic; extract,,extracted; extract; extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record; taxonomy_expansion_needed
PMID_41558631_AUTO1,PMID_41558631,"Production of two Kımı pickles using the whey and vinegar as fermentation media and determination of bacterial and fungal microbiota, antibacterial and antibiofilm activities of Kımı pickles.",unspecified tea,multiple component groups,fermentation/oxidation,other extraction,,fermentation; fermented,extraction,0.750,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41447897_AUTO1,PMID_41447897,Computer-aided fabrication of molecularly imprinted COFs for enantioselective extraction of dihydroquercetin from vine tea.,unspecified tea,whole extract,,other extraction,flavonoid; extract,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41128781_AUTO1,PMID_41128781,Magnetic resonance imaging-based assessment of hippocampal glutamate and morphometric changes in preterm infants at term-equivalent age with low birth weight.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_41459787_AUTO1,PMID_41459787,"Brewing Traditions of Northeast India, South Assam: Exploring Rice Beer's Cultural Significance and Indigenous Craftsmanship.",unspecified tea,multiple component groups,fermentation/oxidation,,,fermentation,,0.550,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed
PMID_41458664_AUTO1,PMID_41458664,Effect of Epidural Anaesthesia on Postoperative Neutrophil-to-Lymphocyte Ratio in Paediatric Cardiac Surgery: A Retrospective Cohort Study.,unspecified tea,multiple component groups,,other extraction,,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence
PMID_41271838_AUTO1,PMID_41271838,Gut microbiota-driven diseases and intervention strategies - lessons from China.,unspecified tea,multiple component groups,fermentation/oxidation,,,fermented,,0.550,high_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record
PMID_41088897_AUTO1,PMID_41088897,Role of Major Bioactive Compounds in the Treatment of Anti-aging and Skincare: A Review.,green tea,whole extract,,other extraction,extract,,extraction; extract,0.750,moderate_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record; uncertain_effect_direction
PMID_41081687_AUTO1,PMID_41081687,Comparison of Epidural Analgesic Efficacy of Direct Thoracic versus Caudally Inserted Catheter Positioned in Thoracic Space in Children Undergoing Cardiac Surgery.,unspecified tea,multiple component groups,,aqueous extraction,,,infusion,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; taxonomy_expansion_needed
PMID_41055146_AUTO1,PMID_41055146,"Green tea prepared via the daily infusion method prevents non-alcoholic fatty liver disease by targeting intestinal lipid absorption, hepatic lipid metabolism and gut microbiota composition.",green tea,catechins,,aqueous extraction; other extraction,catechins; egcg; green tea extract,,infusion; extract,0.750,moderate_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_41008240_AUTO1,PMID_41008240,Influencing Factors and Regulatory Mechanisms of Fresh Tea Leaf Quality: A Review.,unspecified tea,caffeine,,,caffeine; polyphenols,,,0.300,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40978769_AUTO1,PMID_40978769,Comparative validation of low-density lipoprotein cholesterol estimation formulas in older Georgian adults.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context
PMID_40817213_AUTO1,PMID_40817213,Microalgal biorefineries: a systematic review of technological trade-offs and innovation pathways.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40762434_AUTO1,PMID_40762434,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only
PMID_40762434_AUTO2,PMID_40762434,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only
PMID_40762434_AUTO3,PMID_40762434,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only
PMID_40555782_AUTO1,PMID_40555782,Impact of fetal inflammatory response on brain MRI abnormalities in extremely preterm infants.,unspecified tea,multiple component groups,,other extraction,,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence
PMID_40421240_AUTO1,PMID_40421240,Obesity and the accelerated decline in total sleep time increases the self-reported diagnoses of diabetes.,unspecified tea,multiple component groups,,other extraction,,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence
PMID_40027965_AUTO1,PMID_40027965,Novel association between chronic obstructive pulmonary disease and osteoporosis: A prospective cross-sectional study.,unspecified tea,multiple component groups,,other extraction,,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only
PMID_39914738_AUTO1,PMID_39914738,Rates of long-term risk of revision and complications in total elbow arthroplasty in patients with rheumatoid arthritis: a propensity score-matched analysis.,unspecified tea,multiple component groups,,other extraction,,,extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence
PMID_39849851_AUTO1,PMID_39849851,Associations between inflammation-related dietary patterns and obesity: a cohort study among Tibetan adults.,unspecified tea,whole extract,,other extraction,extract,,extracted; extract; extraction,0.500,high_uncertainty,generic_mechanism; low_llm_confidence
