claim_text_raw,confidence_score,context_completeness_score,journal,label,mechanism_specificity_score,node_id,node_type,title,uncertainty_class,uncertainty_flags,year
"Green Tea, rich in polyphenols such as epigallocatechin gallate (EGCG), has shown promise in improving memory function and providing antioxidant protection against neurotoxicity.",0.768,0.550,,PMID_40865615_GLM1,0.550,record:PMID_40865615_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,antioxidant protection,,mechanism:antioxidant_protection,Mechanism,,,,
,,,,memory function,,phenotype:memory_function,HostPhenotype,,,,
,,,Nutrition journal,PMID_40121496,,paper:PMID_40121496,Paper,The mediating roles of anthropo-metabolic biomarkers on the association between beverage consumption and breast cancer risk.,,,2025
"No significant associations were found for pure fruit juice, coffee, tea, or alcoholic drinks.",0.578,0.300,,PMID_40121496_GLM1,0.000,record:PMID_40121496_GLM1,EvidenceRecord,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,
,,,Nutrients,PMID_40077632,,paper:PMID_40077632,Paper,"Effectiveness of Herbal Medicines with Anti-Inflammatory, Antimicrobial, and Antioxidant Properties in Improving Oral Health and Treating Gingivitis and Periodontitis: A Systematic Review.",,,2025
"Polyherbal rinses, camellia sinensis gels... reduced inflammation, improved gingival health",0.661,0.500,,PMID_40077632_GLM1,0.000,record:PMID_40077632_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record,
extracts like Punica granatum reduced inflammation... and showed antimicrobial properties,0.634,0.500,,PMID_40077632_GLM2,0.000,record:PMID_40077632_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed,
"Their anti-inflammatory, antimicrobial, and antioxidant properties support their adjunctive role",0.634,0.500,,PMID_40077632_GLM3,0.000,record:PMID_40077632_GLM3,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record,
,,,Pharmacology & therapeutics,PMID_40020787,,paper:PMID_40020787,Paper,Improvement of chronic metabolic inflammation and regulation of gut homeostasis: Tea as a potential therapy.,,,2025
"Studies showed that tea consumption is related to the enrichment of gut microbiota. The relative proportion of Firmicutes/Bacteroidetes (F/B) is altered, while the abundance of Lactobacillus, Bifidobacterium, and A. muciniphila increased significantly in most of the studies.",0.679,0.300,,PMID_40020787_GLM1,0.750,record:PMID_40020787_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,gut homeostasis regulation,,mechanism:gut_homeostasis_regulation,Mechanism,,,,
,,,,A. muciniphila,,microbiota:a_muciniphila,MicrobiotaFeature,,,,
,,,,metabolic health improvement,,phenotype:metabolic_health_improvement,HostPhenotype,,,,
"The direct impact of tea on intestinal homeostasis primarily targets lipopolysaccharide (LPS)-related pathways. This includes reducing the synthesis of intestinal LPS, inhibiting LPS translocation, and preventing the binding of LPS to TLR4 receptors to block downstream inflammatory pathways.",0.658,0.300,,PMID_40020787_GLM2,0.850,record:PMID_40020787_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,TLR4/MyD88/NF-κB p65 pathway inhibition,,mechanism:tlr4_myd88_nf_b_p65_pathway_inhibition,Mechanism,,,,
,,,,chronic metabolic inflammation,,phenotype:chronic_metabolic_inflammation,HostPhenotype,,,,
,,,Food chemistry,PMID_38852447,,paper:PMID_38852447,Paper,Alleviation of lipid metabolic dysfunction through regulation of intestinal bacteriophages and bacteria by green tea polyphenols in Ob/Ob mice.,,,2024
"GTP improved gut health by decreasing Enterobacter, Siphoviridae and Enterobacteria_phage_sfv, increasing Bifidobacterium",0.807,0.550,,PMID_38852447_GLM1,0.750,record:PMID_38852447_GLM1,EvidenceRecord,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,bacteriophage-bacteria interaction,,mechanism:bacteriophage_bacteria_interaction,Mechanism,,,,
"GTP improved gut health by decreasing Enterobacter, Siphoviridae and Enterobacteria_phage_sfv, increasing Bifidobacterium and intestinal metabolites SCFA and hippuric acid.",0.807,0.550,,PMID_38852447_GLM2,0.750,record:PMID_38852447_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,
,,,,"SCFA, hippuric acid",,metabolite:scfa_hippuric_acid,MicrobialMetabolite,,,,
"GTP significantly reduced body weight, serum triglycerides, leptin, insulin resistance, interleukin-6, and TNF-α levels while increasing adiponectin in ob/ob mice",0.768,0.550,,PMID_38852447_GLM3,0.550,record:PMID_38852447_GLM3,EvidenceRecord,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only,
,,,,association with gut bacteriophage community changes,,mechanism:association_with_gut_bacteriophage_community_changes,Mechanism,,,,
,,,,"reduced body weight, serum triglycerides, leptin, insulin resistance, interleukin-6, TNF-α",,phenotype:reduced_body_weight_serum_triglycerides_leptin_insulin_resistance_interleukin_6_tnf,HostPhenotype,,,,
,,,,increased adiponectin,,phenotype:increased_adiponectin,HostPhenotype,,,,
,,,International immunopharmacology,PMID_41911645,,paper:PMID_41911645,Paper,Epigallocatechin gallate alleviates intervertebral disc degeneration by suppressing ferroptosis-driven innate immune activation in nucleus pulposus cells.,,,2026
Epigallocatechin gallate alleviates intervertebral disc degeneration by suppressing ferroptosis-driven innate immune activation in nucleus pulposus cells.,0.609,0.750,,PMID_41911645_AUTO1,0.250,record:PMID_41911645_AUTO1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only,
,,,Frontiers in nutrition,PMID_41867690,,paper:PMID_41867690,Paper,Optimized extraction of polyphenols from rooibos tea (Aspalathus linearis) and their biological activities.,,,2026
Optimized extraction of polyphenols from rooibos tea (Aspalathus linearis) and their biological activities.,0.578,0.750,,PMID_41867690_AUTO1,0.250,record:PMID_41867690_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only,
,,,Journal of the science of food and agriculture,PMID_41844524,,paper:PMID_41844524,Paper,Evolution in the chemical composition of Liubao tea during processing.,,,2026
Evolution in the chemical composition of Liubao tea during processing.,0.606,0.800,,PMID_41844524_AUTO1,0.000,record:PMID_41844524_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed,
,,,"Food research international (Ottawa, Ont.)",PMID_41819933,,paper:PMID_41819933,Paper,Analysis of the synergistic effects of tea cultivars and regional environments on metabolic phenotypes.,,,2026
Analysis of the synergistic effects of tea cultivars and regional environments on metabolic phenotypes.,0.496,0.500,,PMID_41819933_AUTO1,0.000,record:PMID_41819933_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed,
,,,PeerJ,PMID_41769406,,paper:PMID_41769406,Paper,Comparative analysis of carotenoid accumulation during the flowering period in three Coreopsis tinctoria cultivars with different petal colors.,,,2026
Comparative analysis of carotenoid accumulation during the flowering period in three Coreopsis tinctoria cultivars with different petal colors.,0.496,0.500,,PMID_41769406_AUTO1,0.000,record:PMID_41769406_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed,
,,,Toxins,PMID_41745743,,paper:PMID_41745743,Paper,Development and Validation of an LC-MS/MS Method for the Determination of Alternaria Mycotoxins in Hepatic Tissue.,,,2026
Development and Validation of an LC-MS/MS Method for the Determination of Alternaria Mycotoxins in Hepatic Tissue.,0.496,0.500,,PMID_41745743_AUTO1,0.000,record:PMID_41745743_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed,
,,,Frontiers in nutrition,PMID_41717022,,paper:PMID_41717022,Paper,Do different lipid emulsions affect brain development? A single-center retrospective analysis.,,,2026
Do different lipid emulsions affect brain development? A single-center retrospective analysis.,0.481,0.500,,PMID_41717022_AUTO1,0.250,record:PMID_41717022_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence,
,,,,cognition or neural phenotype,,phenotype:cognition_or_neural_phenotype,HostPhenotype,,,,
,,,Journal of agricultural and food chemistry,PMID_41697800,,paper:PMID_41697800,Paper,Designing a Sucrose Phosphorylase from Leuconostoc mesenteroides for the Highly Selective Production of EGCG-4'-O-α-d-Glucopyranoside.,,,2026
Designing a Sucrose Phosphorylase from Leuconostoc mesenteroides for the Highly Selective Production of EGCG-4'-O-α-d-Glucopyranoside.,0.609,0.750,,PMID_41697800_AUTO1,0.250,record:PMID_41697800_AUTO1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only,
,,,Biosensors & bioelectronics,PMID_41671932,,paper:PMID_41671932,Paper,Temperature-responsive nanozyme-mediated enrichment-confinement dual strategy breaks the non-responsive barrier for Triphenols: Highly responsive detection and differentiation of tea.,,,2026
Temperature-responsive nanozyme-mediated enrichment-confinement dual strategy breaks the non-responsive barrier for Triphenols: Highly responsive detection and differentiation of tea.,0.478,0.300,,PMID_41671932_AUTO1,0.550,record:PMID_41671932_AUTO1,EvidenceRecord,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,
,,,Scientific reports,PMID_41663711,,paper:PMID_41663711,Paper,Rheological investigation of the effects of tea polyphenols on SBS-modified bitumen before and after short-term aging.,,,2026
Rheological investigation of the effects of tea polyphenols on SBS-modified bitumen before and after short-term aging.,0.512,0.500,,PMID_41663711_AUTO1,0.250,record:PMID_41663711_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only,
,,,Food chemistry,PMID_41650779,,paper:PMID_41650779,Paper,Antifungal mechanism and mycotoxin control of Ligusticum jeholense essential oil against Alternaria alternata in postharvest tomato.,,,2026
Antifungal mechanism and mycotoxin control of Ligusticum jeholense essential oil against Alternaria alternata in postharvest tomato.,0.578,0.750,,PMID_41650779_AUTO1,0.250,record:PMID_41650779_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only,
,,,Journal of the science of food and agriculture,PMID_41617244,,paper:PMID_41617244,Paper,Ginger pharmacology from tradition to innovation: modern clinical relevance and nanotherapeutics.,,,2026
Ginger pharmacology from tradition to innovation: modern clinical relevance and nanotherapeutics.,0.496,0.500,,PMID_41617244_AUTO1,0.000,record:PMID_41617244_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record; taxonomy_expansion_needed,
,,,Microbial pathogenesis,PMID_41558631,,paper:PMID_41558631,Paper,"Production of two Kımı pickles using the whey and vinegar as fermentation media and determination of bacterial and fungal microbiota, antibacterial and antibiofilm activities of Kımı pickles.",,,2026
"Production of two Kımı pickles using the whey and vinegar as fermentation media and determination of bacterial and fungal microbiota, antibacterial and antibiofilm activities of Kımı pickles.",0.578,0.750,,PMID_41558631_AUTO1,0.750,record:PMID_41558631_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only,
,,,,taxa as reported,,microbiota:taxa_as_reported,MicrobiotaFeature,,,,
,,,,microbiota-related host phenotype,,phenotype:microbiota_related_host_phenotype,HostPhenotype,,,,
,,,Journal of chromatography. A,PMID_41447897,,paper:PMID_41447897,Paper,Computer-aided fabrication of molecularly imprinted COFs for enantioselective extraction of dihydroquercetin from vine tea.,,,2026
Computer-aided fabrication of molecularly imprinted COFs for enantioselective extraction of dihydroquercetin from vine tea.,0.512,0.500,,PMID_41447897_AUTO1,0.250,record:PMID_41447897_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only,
,,,Pediatric radiology,PMID_41128781,,paper:PMID_41128781,Paper,Magnetic resonance imaging-based assessment of hippocampal glutamate and morphometric changes in preterm infants at term-equivalent age with low birth weight.,,,2026
Magnetic resonance imaging-based assessment of hippocampal glutamate and morphometric changes in preterm infants at term-equivalent age with low birth weight.,0.413,0.300,,PMID_41128781_AUTO1,0.000,record:PMID_41128781_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; taxonomy_expansion_needed,
,,,Biotechnology and applied biochemistry,PMID_41459787,,paper:PMID_41459787,Paper,"Brewing Traditions of Northeast India, South Assam: Exploring Rice Beer's Cultural Significance and Indigenous Craftsmanship.",,,2025
"Brewing Traditions of Northeast India, South Assam: Exploring Rice Beer's Cultural Significance and Indigenous Craftsmanship.",0.478,0.550,,PMID_41459787_AUTO1,0.000,record:PMID_41459787_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; preclinical_only; taxonomy_expansion_needed,
,,,Cureus,PMID_41458664,,paper:PMID_41458664,Paper,Effect of Epidural Anaesthesia on Postoperative Neutrophil-to-Lymphocyte Ratio in Paediatric Cardiac Surgery: A Retrospective Cohort Study.,,,2025
Effect of Epidural Anaesthesia on Postoperative Neutrophil-to-Lymphocyte Ratio in Paediatric Cardiac Surgery: A Retrospective Cohort Study.,0.481,0.500,,PMID_41458664_AUTO1,0.250,record:PMID_41458664_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence,
,,,NPJ science of food,PMID_41271838,,paper:PMID_41271838,Paper,Gut microbiota-driven diseases and intervention strategies - lessons from China.,,,2025
Gut microbiota-driven diseases and intervention strategies - lessons from China.,0.525,0.550,,PMID_41271838_AUTO1,0.750,record:PMID_41271838_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record,
,,,Current pharmaceutical biotechnology,PMID_41088897,,paper:PMID_41088897,Paper,Role of Major Bioactive Compounds in the Treatment of Anti-aging and Skincare: A Review.,,,2025
Role of Major Bioactive Compounds in the Treatment of Anti-aging and Skincare: A Review.,0.609,0.750,,PMID_41088897_AUTO1,0.250,record:PMID_41088897_AUTO1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record; uncertain_effect_direction,
,,,Annals of cardiac anaesthesia,PMID_41081687,,paper:PMID_41081687,Paper,Comparison of Epidural Analgesic Efficacy of Direct Thoracic versus Caudally Inserted Catheter Positioned in Thoracic Space in Children Undergoing Cardiac Surgery.,,,2025
Comparison of Epidural Analgesic Efficacy of Direct Thoracic versus Caudally Inserted Catheter Positioned in Thoracic Space in Children Undergoing Cardiac Surgery.,0.465,0.500,,PMID_41081687_AUTO1,0.000,record:PMID_41081687_AUTO1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; taxonomy_expansion_needed,
,,,Food & function,PMID_41055146,,paper:PMID_41055146,Paper,"Green tea prepared via the daily infusion method prevents non-alcoholic fatty liver disease by targeting intestinal lipid absorption, hepatic lipid metabolism and gut microbiota composition.",,,2025
